Time step;System heat demand;Heat_demand_CoSES_H1;Heat_demand_CoSES_H2;System electricity demand;CoSESEMS01OBJ01_COUPL01;CoSESEMS01OBJ01_COUPL01_OFF;CoSESEMS01OBJ01_STRGE01_Discharge;CoSESEMS01OBJ01_STRGE01_Charge;CoSESEMS02OBJ01_CPROD01;CoSESEMS02OBJ01_CPROD01_OFF;CoSESEMS02OBJ01_STRGE01_Discharge;CoSESEMS02OBJ01_STRGE01_Charge;connection_FromCoSES_H1_ToCoSES_H2Frwd;connection_FromCoSES_H1_ToCoSES_H2Back;ElecBuy;ElecSell;CoSESEMS01OBJ01_COUPL01_withEffieciency_HEAT;CoSESEMS01OBJ01_COUPL01_withEffieciency_ELECTRICITY;CoSESEMS02OBJ01_CPROD01_withEfficiency;connection_FromCoSES_H1_ToCoSES_H2Frwd_withEfficiency;connection_FromCoSES_H1_ToCoSES_H2Back_withEfficiency;CoSESEMS01OBJ01_STRGE01_SOC;CoSESEMS02OBJ01_STRGE01_SOC;CoSESEMS01OBJ01_STRGE01_SOC_Energy;CoSESEMS02OBJ01_STRGE01_SOC_Energy;Max buy limt [kW];Electricity buying price [EUR/kWh];Electricity selling price [EUR/kWh];Heat buying price [EUR/kWh];Total cost [EUR];CO2 emissions [kg CO2];
0,0000;15,9055;4,7463;11,1592;1,8702;6,7273;0,0000;0,0000;0,0000;0,0000;1,0000;11,0534;0,0000;0,1175;0,0000;0,0000;0,0000;4,8638;1,8702;0,0000;0,1058;0,0000;0,4974;0,4974;31,3048;31,3048;9999,0000;0,2850;0,0800;0,1300;0,0000;-0,0003
1,0000;16,9329;4,7956;12,1374;1,7190;6,9156;0,0000;3,6480;0,0000;0,0000;1,0000;8,6702;0,0000;3,8524;0,0000;0,0000;0,2036;5,0000;1,9225;0,0000;3,4672;0,0000;0,4948;0,4495;31,1404;28,2916;9999,0000;0,2850;0,0800;0,1300;-0,0041;-0,0007
2,0000;17,4475;4,8018;12,6456;1,5677;6,9156;0,0000;9,6009;0,0000;0,0000;1,0000;3,8264;0,0000;9,7991;0,0000;0,0000;0,3548;5,0000;1,9225;0,0000;8,8192;0,0000;0,4772;0,4116;30,0367;25,9085;9999,0000;0,2850;0,0800;0,1300;-0,0112;-0,0011
3,0000;17,6716;4,7850;12,8866;1,4165;6,9156;0,0000;9,6009;0,0000;0,0000;1,0000;4,0523;0,0000;9,8159;0,0000;0,0000;0,5060;5,0000;1,9225;0,0000;8,8343;0,0000;0,4354;0,3938;27,4046;24,7863;9999,0000;0,2850;0,0800;0,1300;-0,0213;-0,0015
4,0000;17,7537;4,7620;12,9917;1,2973;6,9156;0,0000;9,6009;0,0000;0,0000;1,0000;4,1366;0,0000;9,8389;0,0000;0,0000;0,6253;5,0000;1,9225;0,0000;8,8551;0,0000;0,3938;0,3751;24,7862;23,6118;9999,0000;0,2850;0,0800;0,1300;-0,0338;-0,0019
5,0000;17,8256;4,7594;13,0662;1,2100;6,9156;0,0000;9,6009;0,0000;0,0000;1,0000;4,2088;0,0000;9,8415;0,0000;0,0000;0,7125;5,0000;1,9225;0,0000;8,8574;0,0000;0,3524;0,3562;22,1816;22,4217;9999,0000;0,2850;0,0800;0,1300;-0,0480;-0,0023
6,0000;17,9077;4,7725;13,1353;1,1228;6,9156;0,0000;0,0000;0,0000;9,0909;0,0000;4,9305;0,0000;0,2275;0,0000;0,0000;0,7998;5,0000;1,9225;8,0000;0,2048;0,0000;0,3113;0,3371;19,5907;21,2192;9999,0000;0,2850;0,0800;0,1300;-0,0640;-0,0025
7,0000;17,9965;4,7935;13,2029;1,0357;6,9156;0,0000;0,0000;0,0000;14,1651;0,0000;0,5518;0,0000;0,2065;0,0000;0,0000;0,8869;5,0000;1,9225;12,4653;0,1858;0,0000;0,3096;0,3152;19,4879;19,8371;9999,0000;0,2850;0,0800;0,1300;-0,0818;-0,0025
8,0000;18,0867;4,8177;13,2690;0,9816;6,9156;0,0000;0,0000;0,1823;15,0784;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9409;5,0000;1,9225;13,2690;0,0000;0,0000;0,3080;0,3113;19,3856;19,5907;9999,0000;0,2850;0,0800;0,1300;-0,1006;-0,0025
9,0000;18,1681;4,8402;13,3279;0,9610;6,9156;0,0000;0,0000;0,1598;15,1454;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9615;5,0000;1,9225;13,3279;0,0000;0,0000;0,3071;0,3096;19,3280;19,4879;9999,0000;0,2850;0,0800;0,1300;-0,1198;-0,0025
